aluno_id,nome_aluno,email_aluno,curso,status,turma,sexo,idade,trabalha,renda_familiar,acompanhamento_medico,tem_filho,estado_civil,semestre,bimestre,aula_1,professor_1,notas_1,faltas_1,desempenho_1,aula_2,professor_2,notas_2,faltas_2,desempenho_2,aula_3,professor_3,notas_3,faltas_3,desempenho_3,aula_4,professor_4,notas_4,faltas_4,desempenho_4,aula_5,professor_5,notas_5,faltas_5,desempenho_5,risco_evasao
1660,Murilo Gomes,wmoraes@example.net,Psicologia,Matriculado,A,Masculino,58,1,10000000000,1,1,Casado(a),6,2,Estruturas,Bryan Pinto,0.2,4,Ruim,Planejamento Urbano,Helena da Mota,4.98,1,Ruim,História da Arquitetura,Gabrielly Nascimento,6.0,5,Regular,Desenho Arquitetônico,Helena Alves,5.88,10,Regular,Construção Civil,Jade Leão,8.88,15,Ruim,1
1661,Thomas Castro,jose-pedropeixoto@example.com,Jogos Digitais,Matriculado,A,????,41,1,9266,1,0,Separado(a),3,3,Gestão Ambiental,Cauã Correia,0.7,3,Ruim,Ecologia,Ana Luiza Rocha,3.48,7,Ruim,Política Ambiental,Sr. Benício Pinto,4.45,4,Ruim,Tecnologias Ambientais,Caroline Gomes,8.07,0,Excelente,Sistemas de Gestão Ambiental,Kamilly Rios,3.92,5,Ruim,1
1662,Raul Macedo,albuquerquethales@example.org,email@gmail.com,Matriculado,D,Masculino,20,0,2889,1,1,Amasiado(a),7,2,Avaliação Terapêutica,Caio Freitas,4.8,5,Ruim,Desenvolvimento Humano,Benício Barros,8.95,4,Bom,Psicologia Clínica,Lucca Rocha,7.92,8,Regular,Fisioterapia,Vinícius Sá,5.82,5,Regular,Técnicas de Reabilitação,Diogo Marques,8.77,3,Excelente,1
1663,Rael da Mata,fcavalcante@example.net,Engenharia Química,Cancelado,A,Feminino,67,0,5519,1,1,Solteiro(a),1,3,Pesquisa de Mercado,Maria Isis Borges,6.5,10,Regular,Publicidade,Diogo Pinto,7.75,15,Ruim,Comportamento do Consumidor,Elisa Moura,5.45,5,Regular,Marketing Digital,Laura Barbosa,1.24,3,Ruim,Gestão de Marketing,Maria Liz Rezende,7.0,10,Regular,1
1664,Sr. Bernardo Novaes,alicemarques@example.org,$$$$$$$,Trancado,A,Masculino,27,1,4236,1,0,Separado(a),3,1,Produção Animal,Augusto Porto,6.91,6,Regular,Nutrição Animal,Dr. Bryan Alves,0.54,4,Ruim,Medicina Veterinária,Dom da Costa,4.45,13,Ruim,Fisiologia Animal,Gabriel Cavalcanti,2.52,5,Ruim,Genética Animal,Igor da Cunha,2.2,5,Ruim,1
1665,Sr. Pedro Miguel Silva,heitorpires@example.net,Marketing,Concluso,D,EXIT01,17,1,3117,0,0,Solteiro(a),6,1,Contabilidade Tributária,Benício Sousa,1.43,2,Ruim,Contabilidade de Custos,Bruna Vargas,3.64,0,Ruim,Auditoria,Nina Sales,4.35,15,Ruim,Análise Financeira,Dr. Théo Sampaio,7.31,7,Regular,Contabilidade Geral,Maria Alice Viana,4.67,5,Ruim,0
1666,Kevin Silveira,da-pazbryan@example.org,Medicina,Concluso,D,Masculino,18,1,4265,0,0,Solteiro(a),6,4,Redes de Dados,Maria Julia Sá,3.39,6,Ruim,Segurança em Redes,José Araújo,3.81,8,Ruim,Arquitetura de Redes,Maria Vitória Campos,3.73,12,Ruim,Administração de Redes,Lunna Correia,9.73,5,Bom,Protocolos de Comunicação,Maria Isis Viana,0.98,11,Ruim,0
1667,Pedro Lucas Sousa,caua09@example.com,Medicina,Concluso,B,Outro,57,0,8475,0,0,Solteiro(a),1,3,Psicologia Geral,Luan Vieira,0.14,15,Ruim,Psicologia Social,Sr. Cauã Vieira,2.35,3,Ruim,Psicologia do Desenvolvimento,Asafe Dias,6.16,9,Regular,Teorias da Personalidade,Ana da Rosa,1.57,6,Ruim,Psicopatologia,Lívia Costela,3.84,10,Ruim,0
1668,Ísis da Cunha,joseandrade@example.com,Ciências Contábeis,Matriculado,B,Masculino,50,0,7539,0,0,Separado(a),6,2,Prática Instrumental,Olívia Vargas,9.76,1,Excelente,Arranjo Musical,Rebeca Andrade,0.69,3,Ruim,História da Música,Rebeca Nogueira,6.29,12,Ruim,Composição Musical,Théo Alves,7.97,0,Bom,Teoria Musical,Kamilly Campos,6.79,4,Regular,0
1669,Daniela Silva,nbarbosa@example.com,Engenharia de Produção,Matriculado,C,Masculino,32,1,6570,1,1,XW0S2#$@43,7,1,Óptica,Lunna Gonçalves,6.45,12,Ruim,Mecânica,Amanda Campos,9.47,3,Excelente,Física Nuclear,Cecília da Mota,3.15,14,Ruim,Eletromagnetismo,Larissa Fernandes,1.19,7,Ruim,Termodinâmica,Srta. Sophie Silva,5.0,4,Regular,1
1670,Theodoro Moura,pietra62@example.com,Música,Matriculado,D,Outro,6676,1,986,0,0,Solteiro(a),7,2,Avaliação Terapêutica,Caio Freitas,2.73,6,Ruim,Desenvolvimento Humano,Benício Barros,3.81,15,Ruim,Psicologia Clínica,Lucca Rocha,0.28,6,Ruim,Fisioterapia,Vinícius Sá,7.54,7,Regular,Técnicas de Reabilitação,Diogo Marques,6.55,3,Regular,1
1671,Kamilly Aparecida,enzo-gabriel35@example.org,Biomedicina,Concluso,C,Feminino,49,1,4310,1,0,Casado(a),2,1,Psicologia Clínica,Dr. Gustavo Garcia,6.1,1,Regular,Avaliação Terapêutica,Pietra Cardoso,9.19,14,Ruim,Fisioterapia,Sophia Sousa,5.57,2,Regular,Técnicas de Reabilitação,Luiz Fernando Camargo,3.09,6,Ruim,Desenvolvimento Humano,Isabella Sá,3.23,8,Ruim,1
1672,João Gabriel Souza,bellafreitas@example.com,Publicidade e Propaganda,Cancelado,C,Feminino,57,1,0,0,1,Viúvo(a),2,4,Microbiologia,Yuri Sampaio,7.9,5,Bom,Biologia Molecular,Henry Gabriel Almeida,4.03,1,Ruim,Genética,Sr. João Miguel Pinto,9.22,13,Ruim,Farmacologia,Lucca da Cunha,4.18,2,Ruim,Imunologia,Lívia da Cunha,5.55,14,Ruim,1
1673,Sra. Maria Julia Porto,maria-flor53@example.net,Teologia,Concluso,D,Masculino,31,0,9162,0,0,Amasiado(a),5,2,Química Farmacêutica,Dr. Renan Garcia,6.91,10,Regular,Farmacologia,Ravi Lucca da Mota,6.9,12,Ruim,Cosmetologia,Sr. Henry Cardoso,4.35,4,Ruim,Análises Clínicas,Ana da Cunha,6.03,13,Ruim,Microbiologia,Dr. Gustavo Silva,1.97,0,Ruim,0
1674,Raquel Rocha,igor30@example.net,Publicidade e Propaganda,Matriculado,D,Masculino,32,1,0,1,0,Viúvo(a),5,2,Química Farmacêutica,Dr. Renan Garcia,2.22,0,Ruim,Farmacologia,Ravi Lucca da Mota,9.7,4,Bom,Cosmetologia,Sr. Henry Cardoso,6.71,1,Regular,Análises Clínicas,Ana da Cunha,0.71,0,Ruim,Microbiologia,Dr. Gustavo Silva,1.76,8,Ruim,1
1675,Luara Gomes,helena63@example.net,Biologia,Cancelado,C,XXXXXXXXX,67,1,8103,1,1,Divorciado(a),5,3,História Geral,Antonella Silveira,4.75,4,Ruim,Teoria Histórica,Sra. Ana Sophia Oliveira,9.49,12,Ruim,História Contemporânea,João Pedro Marques,9.94,8,Regular,Historiografia,Maria Eduarda Aragão,8.72,15,Ruim,História do Brasil,João Pedro Silva,9.67,14,Ruim,1
1676,Maria Júlia Nunes,danielasilva@example.net,Zootecnia,Matriculado,A,Feminino,31,0,1717,0,0,Separado(a),1,2,Psicologia do Esporte,Sr. Joaquim Macedo,1.14,11,Ruim,Nutrição Esportiva,Lívia da Rocha,5.75,12,Ruim,Gestão do Esporte,Luiz Henrique Macedo,4.37,13,Ruim,Cinesiologia,Ryan Duarte,1.28,1,Ruim,Fisiologia do Exercício,Srta. Hellena Lima,9.82,2,Excelente,1
1677,Heloisa Machado,mcastro@example.com,Logística,Concluso,B,Feminino,53,1,5071,0,0,Casado(a),2,3,Ecologia,Leonardo Cirino,7.78,2,Bom,Tecnologias Ambientais,Letícia Silva,1.72,6,Ruim,Sistemas de Gestão Ambiental,Josué Fogaça,6.71,2,Regular,Política Ambiental,Dr. Paulo Novaes,2.09,11,Ruim,Gestão Ambiental,Ravi Cavalcante,8.99,13,Ruim,1
1678,Enzo Silva,joao-lucasnunes@example.org,Computação,Trancado,C,Masculino,20,1,4618,1,1,Casadoo,7,4,Planejamento de Turismo,Manuella Cunha,7.05,12,Ruim,Marketing Turístico,Enzo Montenegro,6.24,4,Regular,História do Turismo,Kaique Sales,5.27,10,Regular,Turismo Cultural,Sra. Ana Beatriz Gonçalves,4.47,2,Ruim,Gestão de Turismo,Amanda Gonçalves,2.44,3,Ruim,1
1679,Luana Nogueira,sophiada-mata@example.org,Música,Trancado,A,Feminino,43,0,9323,1,0,Solteiro(a),1,4,Hospitalidade,Rafael Siqueira,4.94,12,Ruim,Gestão de Hotelaria,Leandro Souza,5.48,9,Regular,Marketing de Hotelaria,Emanuella da Conceição,5.72,9,Regular,Gestão de Alimentos e Bebidas,Ana Liz Novais,6.35,13,Ruim,Gestão de Hospedagem,Mathias Mendonça,8.79,13,Ruim,0
1680,Antônio Vasconcelos,msampaio@example.net,Ciências Contábeis,Cancelado,B,Feminino,44,0,-9239,1,0,Solteiro(a),5,2,Gestão da Informação,Maria Júlia Araújo,2.31,2,Ruim,Catalogação,Fernando Novais,7.68,7,Regular,Preservação de Documentos,Raul Costa,4.87,6,Ruim,Gestão de Bibliotecas,Maitê Nunes,1.9,15,Ruim,Leitura e Literatura,Ana Carolina Araújo,9.63,8,Regular,0
1681,Dr. Davi Miguel Porto,rhavifreitas@example.com,WEWEO,Matriculado,B,Outro,58,0,7310,0,1,Separado(a),5,4,Design Editorial,Thomas da Rosa,5.71,14,Ruim,Design Digital,Lavínia Nascimento,9.05,9,Regular,Teoria do Design,Ágatha da Mata,9.11,5,Bom,Tipografia,Dr. Rodrigo Lima,9.76,9,Regular,Design de Interfaces,Arthur Gabriel Rios,8.62,2,Excelente,1
1682,Miguel Farias,rioscatarina@example.com,Biblioteconomia,Trancado,A,Masculino,46,0,5847,1,0,Viúvo(a),3,3,Gestão Ambiental,Cauã Correia,0.01,6,Ruim,Ecologia,Ana Luiza Rocha,1.17,7,Ruim,Política Ambiental,Sr. Benício Pinto,7.46,11,Ruim,Tecnologias Ambientais,Caroline Gomes,0.44,11,Ruim,Sistemas de Gestão Ambiental,Kamilly Rios,8.1,3,Excelente,1
1683,Breno Cavalcanti,montenegrocaroline@example.net,Teologia,Trancado,C,Masculino,25,1,9897,0,1,Solteiro(a),3,1,Desenvolvimento Humano,Valentina Macedo,0.59,14,Ruim,Avaliação Terapêutica,João Gabriel Santos,1.32,6,Ruim,Técnicas de Reabilitação,Dr. Luiz Henrique da Rocha,5.13,2,Regular,Psicologia Clínica,Cecília Sampaio,6.63,9,Regular,Fisioterapia,Bella Almeida,1.29,7,Ruim,0
1684,Vitória Pires,vitor-hugopereira@example.com,Teologia,Matriculado,A,Masculino,22,1,5583,1,0,ERROR,2,1,Termodinâmica,Luana Barbosa,0.65,4,Ruim,Resistência dos Materiais,Sra. Ana Luiza Almeida,2.41,2,Ruim,Desenho Técnico,Ana Clara Castro,0.84,10,Ruim,Sistemas Mecânicos,Calebe Alves,8.45,6,Regular,Mecânica dos Fluidos,Isaac Silveira,7.4,5,Bom,1
1685,Leonardo Aparecida,salesmaria-alice@example.org,Moda,Concluso,C,Feminino,61,1,1850,0,1,Amasiado(a),4,3,Comportamento do Consumidor,Sr. Mateus Fonseca,5.78,5,Regular,Publicidade Criativa,Luiz Gustavo Cunha,0.15,1,Ruim,Marketing Digital,Ravy Vasconcelos,0.57,1,Ruim,Relações Públicas,Ravi Lucca Fonseca,5.81,13,Ruim,Comunicação Publicitária,Giovanna Pires,1.99,5,Ruim,1
1686,Helena Aragão,breno08@example.net,Cinema,Matriculado,A,Masculino,56,0,3552,0,0,Viúvo(a),3,1,Produção Animal,Augusto Porto,5.9,13,Ruim,Nutrição Animal,Dr. Bryan Alves,3.43,7,Ruim,Medicina Veterinária,Dom da Costa,5.61,14,Ruim,Fisiologia Animal,Gabriel Cavalcanti,2.76,8,Ruim,Genética Animal,Igor da Cunha,6.76,4,Regular,0
1687,Bárbara Macedo,dantecastro@example.net,Ciências Econômicas,Matriculado,B,Feminino,45,1,5824,1,0,Separado(a),6,4,Comportamento do Consumidor,Bento Macedo,1.99,10,Ruim,Comunicação Publicitária,Srta. Natália Garcia,3.46,8,Ruim,Marketing Digital,Maya Rodrigues,7.62,10,Regular,Relações Públicas,Dra. Lívia Pimenta,7.56,3,Bom,Publicidade Criativa,Enzo Gabriel Rocha,7.04,7,Regular,1
1688,Juan Cassiano,pintolaura@example.com,Pedagogia,Cancelado,C,Feminino,,0,1006,1,1,Amasiado(a),4,3,Comportamento do Consumidor,Sr. Mateus Fonseca,0.81,15,Ruim,Publicidade Criativa,Luiz Gustavo Cunha,5.7,0,Regular,Marketing Digital,Ravy Vasconcelos,2.19,5,Ruim,Relações Públicas,Ravi Lucca Fonseca,6.97,7,Regular,Comunicação Publicitária,Giovanna Pires,6.06,0,Regular,1
1689,André da Rosa,trocha@example.com,Computação,Concluso,D,Feminino,25,1,9665,1,1,Viúvo(a),5,3,Arquivos Públicos,Heloísa Leão,7.81,7,Regular,Teoria Arquivística,Sr. Igor Barros,1.78,9,Ruim,Documentação Digital,Fernanda Brito,2.53,7,Ruim,Gestão de Arquivos,Dr. João Gabriel Lima,4.21,10,Ruim,Preservação de Documentos,Manuela Caldeira,8.57,3,Excelente,1
1690,Pietra Albuquerque,larissa45@example.com,Administração,Concluso,D,Feminino,,0,5297,1,1,Casado(a),4,2,Técnicas de Imagem,Ágatha da Costa,8.48,2,Excelente,Anatomia,João Pedro das Neves,7.12,2,Bom,Fisiologia,Ana Luiza Peixoto,3.42,3,Ruim,Reabilitação,Vitor Vasconcelos,0.34,15,Ruim,Terapia Física,Ravi Lucca Ribeiro,4.55,3,Ruim,1
1691,Lara Gomes,luana97@example.net,Enfermagem,Cancelado,A,Feminino,51,0,8988,0,0,Amasiado(a),4,1,Eletrônica,Dr. Antônio Casa Grande,4.92,8,Ruim,Sistemas Elétricos,Ana Lívia Aparecida,5.38,15,Ruim,Circuitos Elétricos,Júlia da Cunha,8.04,14,Ruim,Transformadores,Enrico Sousa,5.5,5,Regular,Máquinas Elétricas,Joaquim Correia,1.93,3,Ruim,0
1692,Gael Rocha,maite62@example.com,Arquivologia,Concluso,A,Feminino,21,1,4179,1,0,Viúvo(a),3,2,Farmacologia,Diego Farias,4.65,0,Ruim,Cosmetologia,Luiz Henrique Melo,4.34,5,Ruim,Química Farmacêutica,Cauê Cavalcanti,9.18,0,Excelente,Microbiologia,Elisa da Rocha,6.11,12,Ruim,Análises Clínicas,Sra. Evelyn Monteiro,5.44,4,Regular,1
1693,Arthur Montenegro,moreirasophia@example.org,Engenharia,Concluso,A,Masculino,25,0,1558,1,0,,2,2,SQL Avançado,Isabella da Rocha,2.41,5,Ruim,Administração de Banco de Dados,João Pedro Marques,5.52,13,Ruim,Sistemas de Informação,Eduarda Pimenta,9.26,11,Ruim,Segurança de Banco de Dados,João Vitor Santos,7.14,15,Ruim,Modelagem de Dados,Thomas Teixeira,3.59,9,Ruim,1
1694,Pedro Henrique Caldeira,mmartins@example.org,,Matriculado,C,Outro,39,1,9005,1,1,Amasiado(a),8,1,Algoritmos,Isabella Sampaio,7.64,1,Bom,Estruturas de Dados,Vitor Hugo Teixeira,6.5,4,Regular,Inteligência Artificial,Maria Helena Aparecida,0.46,4,Ruim,Sistemas Distribuídos,Luiz Miguel Borges,2.99,11,Ruim,Redes de Computadores,Rodrigo Fonseca,0.1,10,Ruim,1
1695,Lara Gonçalves,arthurpastor@example.com,Secretariado Executivo,Trancado,B,Masculino,26,1,1178,0,1,Divorciado(a),6,3,Produção Animal,Sr. Benicio Novais,3.18,13,Ruim,Fisiologia Animal,Mirella Carvalho,4.65,8,Ruim,Medicina Veterinária,Matheus Alves,5.55,6,Regular,Nutrição Animal,Sr. Diogo Casa Grande,6.97,12,Ruim,Genética Animal,Bruna Martins,7.5,2,Bom,1
1696,Dra. Isadora Santos,costelaluiza@example.net,Arquitetura e Urbanismo,Concluso,D,Feminino,42,0,6126,1,0,naoencontrado,2,3,Direito Civil,Manuella Almeida,8.77,14,Ruim,Constitucional,José Pedro Leão,5.69,7,Regular,Direito Penal,Hellena Fonseca,2.41,3,Ruim,Processo Penal,Dr. André Alves,5.57,12,Ruim,Processo Civil,Davi Ribeiro,7.19,3,Bom,1
1697,Sr. Raul da Mota,moraescaua@example.org,Engenharia Ambiental,Concluso,C,Outro,19,0,4800,1,1,Amasiado(a),4,2,Modelagem de Dados,Pedro Camargo,0.84,15,Ruim,Administração de Banco de Dados,Diego Farias,3.73,1,Ruim,Sistemas de Informação,Emilly Duarte,2.84,7,Ruim,SQL Avançado,Mathias Sousa,5.89,7,Regular,Segurança de Banco de Dados,Bruna Ramos,9.62,6,Regular,1
1698,Bryan Almeida,ana-juliaalmeida@example.com,Química,Trancado,C,Feminino,51,1,914,1,0,Viúvo(a),4,3,Comportamento do Consumidor,Sr. Mateus Fonseca,1.4,3,Ruim,Publicidade Criativa,Luiz Gustavo Cunha,0.3,9,Ruim,Marketing Digital,Ravy Vasconcelos,4.07,10,Ruim,Relações Públicas,Ravi Lucca Fonseca,8.01,13,Ruim,Comunicação Publicitária,Giovanna Pires,7.76,13,Ruim,1
1699,Maitê Nascimento,cavalcantihenry@example.net,Análise e Desenvolvimento de Sistemas,Matriculado,D,INVALID,59,0,4625,1,0,Solteiro(a),2,3,Direito Civil,Manuella Almeida,4.22,2,Ruim,Constitucional,José Pedro Leão,2.76,3,Ruim,Direito Penal,Hellena Fonseca,2.2,15,Ruim,Processo Penal,Dr. André Alves,2.85,13,Ruim,Processo Civil,Davi Ribeiro,5.1,15,Ruim,0
1700,Maria Julia Machado,otavio20@example.com,Recursos Humanos,Trancado,B,Outro,56,1,9715,0,1,Amasiado(a),1,4,Cirurgia Veterinária,Igor Ramos,6.81,13,Ruim,Clínica Veterinária,Eloá Aparecida,8.29,0,Excelente,Microbiologia Veterinária,Srta. Hadassa da Rosa,1.07,3,Ruim,Farmacologia Veterinária,Manuela Lima,8.71,15,Ruim,Anatomia Veterinária,Giovanna Barbosa,7.02,3,Bom,1
1701,Laís Marques,pmacedo@example.org,Sistemas de Informação,Trancado,D,Outro,27,0,1661,1,0,Solteiro(a),7,2,Avaliação Terapêutica,Caio Freitas,6.92,2,Regular,Desenvolvimento Humano,Benício Barros,7.64,9,Regular,Psicologia Clínica,Lucca Rocha,8.0,12,Ruim,Fisioterapia,Vinícius Sá,6.18,8,Regular,Técnicas de Reabilitação,Diogo Marques,3.21,10,Ruim,0
1702,Gustavo Oliveira,luigiduarte@example.org,Pedagogia,Cancelado,A,Masculino,19,1,7027,1,0,Casado(a),1,2,Psicologia do Esporte,Sr. Joaquim Macedo,8.92,5,Bom,Nutrição Esportiva,Lívia da Rocha,4.8,1,Ruim,Gestão do Esporte,Luiz Henrique Macedo,5.32,15,Ruim,Cinesiologia,Ryan Duarte,4.19,2,Ruim,Fisiologia do Exercício,Srta. Hellena Lima,8.15,12,Ruim,1
1703,Vinicius Moreira,tteixeira@example.org,Engenharia Química,Matriculado,A,Outro,50,1,3823,0,1,Solteiro(a),8,2,Design de Jogos,Vicente Vargas,3.15,0,Ruim,Programação de Jogos,Isabel Silva,7.5,3,Bom,Gráficos de Computação,José Melo,0.95,8,Ruim,Realidade Virtual,Alexia Casa Grande,9.49,4,Bom,Inteligência Artificial para Jogos,Srta. Lívia Mendes,9.68,7,Regular,1
1704,Olívia Porto,alice82@example.net,Hotelaria,Concluso,C,Outro,130,1,0,1,1,Separado(a),7,4,Planejamento de Turismo,Manuella Cunha,3.48,0,Ruim,Marketing Turístico,Enzo Montenegro,7.03,14,Ruim,História do Turismo,Kaique Sales,8.99,3,Excelente,Turismo Cultural,Sra. Ana Beatriz Gonçalves,3.85,3,Ruim,Gestão de Turismo,Amanda Gonçalves,3.93,2,Ruim,1
1705,Nathan Ribeiro,sophiamarques@example.com,concluido,Cancelado,A,Feminino,60,1,-2349234,0,0,Amasiado(a),4,1,Eletrônica,Dr. Antônio Casa Grande,1.74,6,Ruim,Sistemas Elétricos,Ana Lívia Aparecida,1.82,12,Ruim,Circuitos Elétricos,Júlia da Cunha,7.11,7,Regular,Transformadores,Enrico Sousa,9.57,14,Ruim,Máquinas Elétricas,Joaquim Correia,2.64,7,Ruim,1
1706,Dr. Yago Moraes,mouramanuella@example.com,Estatística,Trancado,B,Outro,70,0,5157,0,0,Solteiro(a),7,4,Gestão Ambiental,Luiz Miguel Duarte,4.67,5,Ruim,Tecnologias Ambientais,Nicole Ferreira,2.98,3,Ruim,Ecologia,Catarina Cavalcante,7.83,5,Bom,Política Ambiental,Dr. Mathias Siqueira,5.62,2,Regular,Sistemas de Gestão Ambiental,Emilly Correia,3.32,12,Ruim,0
1707,Laís Barbosa,leonardo13@example.com,Fisioterapia,Matriculado,C,Masculino,38,0,4645,0,1,Divorciado(a),8,3,Marketing e Vendas,Maria Machado,0.08,15,Ruim,Gestão de Estoques,Dr. Calebe Camargo,2.89,9,Ruim,Gestão de Relacionamento,Srta. Ana Carolina Guerra,9.96,7,Regular,Gestão de Vendas,Rhavi Vieira,5.76,11,Ruim,Comportamento do Consumidor,Nicole Gomes,7.95,1,Bom,1
1708,Maria Laura Rocha,catarina90@example.org,Enfermagem,Matriculado,C,Outro,29,1,2976,1,0,Divorciado(a),2,4,Microbiologia,Yuri Sampaio,7.13,5,Bom,Biologia Molecular,Henry Gabriel Almeida,1.77,10,Ruim,Genética,Sr. João Miguel Pinto,0.4,14,Ruim,Farmacologia,Lucca da Cunha,4.8,0,Ruim,Imunologia,Lívia da Cunha,6.71,12,Ruim,1
1709,Arthur Miguel Machado,unovaes@example.org,Biblioteconomia,Concluso,B,Outro,numero,0,3458,0,1,Casado(a),8,2,Marketing,Ísis da Rocha,6.16,4,Regular,Gestão de Pessoas,Hadassa Cassiano,3.9,15,Ruim,Administração Geral,Ravi Lucca Ferreira,4.16,5,Ruim,Economia,Raquel Rodrigues,2.55,14,Ruim,Gestão Financeira,Dr. Davi Lucas Campos,5.22,4,Regular,1
1710,Ana Júlia da Mota,maria-liz93@example.net,Engenharia de Alimentos,Cancelado,D,Masculino,32,0,5242,0,1,Divorciado(a),1,4,Fisiologia,Sr. Davi Lucca Rocha,3.31,8,Ruim,Terapia Física,Dra. Sofia Borges,0.75,7,Ruim,Reabilitação,Manuela das Neves,7.1,12,Ruim,Técnicas de Imagem,Sr. Diogo Machado,7.24,8,Regular,Anatomia,Dra. Lívia Pimenta,6.3,3,Regular,1
1711,Evelyn Lima,novaesayla@example.net,Fonoaudiologia,Concluso,A,Feminino,61,0,6784,1,1,Divorciado(a),2,4,Estruturas de Dados,Rafael Aparecida,3.45,14,Ruim,Sistemas Distribuídos,Mateus Novais,9.81,5,Bom,Inteligência Artificial,Pietra Abreu,1.47,14,Ruim,Algoritmos,Bryan Pinto,1.25,6,Ruim,Redes de Computadores,Ana Clara Cardoso,4.92,4,Ruim,1
1712,Dr. Pedro Miguel Camargo,wnascimento@example.org,Nutrição,Trancado,B,Masculino,30,1,3449,0,1,Viúvo(a),3,2,Química Analítica,Benjamim Gomes,5.36,15,Ruim,Química Inorgânica,Cecilia Pacheco,9.74,1,Excelente,Bioquímica,Mariana Câmara,8.39,1,Excelente,Química Orgânica,Srta. Lara da Mata,8.19,10,Regular,Físico-Química,Ana Luiza Martins,0.39,8,Ruim,1
1713,João Vitor da Paz,moreirapietra@example.net,Psicologia,Cancelado,B,Outro,40,0,9042,1,0,Divorciado(a),8,3,Gramática,Pedro Correia,1.98,2,Ruim,Literatura Brasileira,Anthony Castro,7.32,10,Regular,Produção Textual,Dom Pimenta,1.74,11,Ruim,Literatura Portuguesa,Ravi Lucca da Rosa,4.92,14,Ruim,Linguística,Gustavo Silva,5.64,15,Ruim,1
1714,Ana Cecília Pimenta,dda-cunha@example.net,Biomedicina,Concluso,D,,69,1,9000,0,0,Viúvo(a),2,4,Gestão de Bibliotecas,Alana Sales,1.97,2,Ruim,Catalogação,Lucca da Cunha,6.28,3,Regular,Leitura e Literatura,Ana Vitória Moreira,8.12,4,Bom,Preservação de Documentos,Dra. Maria Laura Santos,1.16,2,Ruim,Gestão da Informação,Dr. José Andrade,1.97,14,Ruim,1
1715,Cecília Sá,britomaria-vitoria@example.com,WEWEO,Concluso,A,Feminino,22,1,5056,0,1,Solteiro(a),5,2,Gestão Social,Noah Ribeiro,0.67,3,Ruim,Direitos Humanos,Alice Costela,0.28,15,Ruim,Cultura e Sociedade,Levi Lopes,4.66,2,Ruim,Política Social,Eloá Câmara,8.59,13,Ruim,Ética no Serviço Social,Isaque Ribeiro,7.2,8,Regular,0
1716,Esther Lima,camarajose@example.org,Ciências Sociais,Trancado,B,Masculino,44,1,5933,0,0,Viúvo(a),2,1,Nutrição e Dietética,Lara Correia,4.81,2,Ruim,Cultura Gastronômica,Alice Nunes,6.84,12,Ruim,Técnicas Culinárias,Srta. Maria Vitória Almeida,0.96,9,Ruim,Gestão de Restaurante,Ana Liz Vasconcelos,7.26,8,Regular,Culinária Internacional,Eduardo Borges,2.37,15,Ruim,1
1717,Gabrielly Sousa,henrique22@example.com,Estatística,Concluso,C,Masculino,64,0,1141,1,1,Divorciado(a),5,3,História Geral,Antonella Silveira,0.57,0,Ruim,Teoria Histórica,Sra. Ana Sophia Oliveira,1.42,1,Ruim,História Contemporânea,João Pedro Marques,2.12,9,Ruim,Historiografia,Maria Eduarda Aragão,0.32,6,Ruim,História do Brasil,João Pedro Silva,6.88,1,Regular,1
1718,Maria Laura Pacheco,luiz-otavio49@example.net,Turismo,Matriculado,D,Feminino,55,1,2574,1,1,Viúvo(a),8,1,Materiais de Construção,Gabriela Monteiro,2.35,1,Ruim,Construção Civil,Allana Barros,7.83,12,Ruim,Cálculo Estrutural,Heloísa Borges,4.52,2,Ruim,Topografia,Vitor Hugo Aragão,9.88,8,Regular,Mecânica dos Solos,Isaac Fernandes,6.22,0,Regular,1
1719,Arthur Gabriel Jesus,scorreia@example.com,Computação,Trancado,C,Feminino,37,0,8548,1,1,,8,2,Desenvolvimento de Software,Júlia Correia,1.38,11,Ruim,Sistemas de Informação Empresarial,Sra. Maria Helena Monteiro,1.7,15,Ruim,Gestão de Projetos de TI,Ana Clara Nascimento,5.56,13,Ruim,Banco de Dados,Nina da Cunha,1.74,10,Ruim,Análise de Sistemas,Ana Clara Sá,4.8,7,Ruim,1
1720,João Vitor da Cruz,lopesotavio@example.net,Música,Concluso,A,Femeadoa,63,1,2238,1,1,Solteiro(a),4,2,Cenografia,Lunna Garcia,9.73,12,Ruim,História do Teatro,Samuel Rocha,8.64,3,Excelente,Direção Teatral,Pedro Henrique da Rocha,3.03,8,Ruim,Iluminação Teatral,Davi Lucas Vasconcelos,3.34,13,Ruim,Roteiro Teatral,Anna Liz Carvalho,5.26,3,Regular,1
1721,Sr. Isaac Silva,isantos@example.org,Marketing,Concluso,A,Feminino,42,1,7239,0,1,Amasiado(a),5,1,Gestão de Hospedagem,Sra. Sarah Silva,0.59,8,Ruim,Marketing de Hotelaria,Dr. Bernardo Caldeira,4.99,1,Ruim,Gestão de Alimentos e Bebidas,Bento Teixeira,4.12,11,Ruim,Gestão de Hotelaria,Ana Cecília Abreu,7.79,8,Regular,Hospitalidade,Sr. Bruno Lima,4.09,6,Ruim,1
